chr	start	end	CpG	WJ01.N	WJ01.X	WJ02.N	WJ02.X	WJ03.N	WJ03.X	WJ04.N	WJ04.X	WJ05.N	WJ05.X	feature	distance	gene	transcript
chr10	61680615	61680992	18	170	4	208	1	260	5	229	2	256	8	Promoter (<=1kb)	295	Sar1a	NM_009120
chr10	61681064	61681382	7	173	3	183	12	207	10	238	16	202	14	Promoter (<=1kb)	744	Sar1a	NM_009120
chr10	61681515	61681659	4	54	41	61	47	68	59	59	46	54	41	Promoter (1-2kb)	1195	Sar1a	NM_009120
chr10	61694714	61695091	10	112	51	116	51	145	62	172	75	152	55	Promoter (<=1kb)	-423	Tysnd1	NM_001272090
chr10	61695128	61695529	21	284	5	283	10	292	17	334	12	370	19	Promoter (<=1kb)	0	Tysnd1	NM_001272090
chr10	61695546	61695946	46	513	11	554	18	640	19	501	17	639	25	Promoter (<=1kb)	0	Tysnd1	NR_073587
chr10	61696074	61696454	53	230	12	345	17	351	27	265	11	378	14	Promoter (<=1kb)	489	Tysnd1	NR_073587
chr10	61696492	61696903	30	197	64	242	79	268	77	225	62	237	66	Promoter (<=1kb)	907	Tysnd1	NR_073587
chr10	61706994	61707050	3	28	7	NA	NA	25	9	24	8	NA	NA	Distal Intergenic	-8213	Aifm2	NM_001039194
chr10	61714913	61714981	5	43	35	47	40	66	60	65	63	54	53	Promoter (<=1kb)	-282	Aifm2	NM_001039194
chr10	61715131	61715420	26	131	3	136	4	137	4	143	2	227	4	Promoter (<=1kb)	0	Aifm2	NM_001039194
chr10	61715437	61715741	14	127	1	98	2	113	4	128	2	106	4	Promoter (<=1kb)	175	Aifm2	NM_178058
chr10	61732190	61732633	14	81	78	79	75	124	115	108	106	125	120	Exon (NM_001039194/Aifm2, exon 6 of 9)	11542	Aifm2	NM_153779
chr10	61734228	61734417	7	37	24	54	38	80	60	53	35	50	31	Exon (NM_001039194/Aifm2, exon 7 of 9)	13580	Aifm2	NM_153779
chr10	61734777	61734992	5	65	28	68	36	76	41	81	33	79	34	Intron (NM_001039194/Aifm2, intron 7 of 8)	14129	Aifm2	NM_153779
chr10	61739129	61739513	25	88	88	97	94	95	90	146	144	140	137	3' UTR	18481	Aifm2	NM_153779
chr10	61741149	61741375	8	34	31	35	34	40	39	39	36	37	37	Exon (NM_207000/H2afy2, exon 8 of 9)	20501	Aifm2	NM_153779
chr10	61742160	61742286	4	22	18	23	20	23	18	33	30	34	31	Intron (NM_207000/H2afy2, intron 7 of 8)	21512	Aifm2	NM_153779
chr10	61745565	61745652	3	NA	NA	NA	NA	NA	NA	25	25	NA	NA	Intron (NM_207000/H2afy2, intron 7 of 8)	24917	Aifm2	NM_153779
chr10	61746639	61746851	6	NA	NA	27	24	30	27	25	25	NA	NA	Exon (NM_207000/H2afy2, exon 7 of 9)	25991	Aifm2	NM_153779
chr10	61747714	61747854	6	NA	NA	NA	NA	NA	NA	34	34	24	24	Exon (NM_207000/H2afy2, exon 6 of 9)	-26883	Mir5108	NR_039568
chr10	61748700	61748783	6	24	22	47	43	23	21	NA	NA	37	36	Intron (NM_207000/H2afy2, intron 5 of 8)	-25954	Mir5108	NR_039568
chr10	61749290	61749575	10	43	41	30	28	64	58	83	78	71	62	Exon (NM_207000/H2afy2, exon 5 of 9)	-25162	Mir5108	NR_039568
chr10	61750119	61750355	10	105	99	101	91	110	98	126	113	105	94	Intron (NM_207000/H2afy2, intron 4 of 8)	-24382	Mir5108	NR_039568
chr10	61750886	61751275	13	142	140	145	142	146	145	163	162	176	175	Intron (NM_207000/H2afy2, intron 4 of 8)	-23462	Mir5108	NR_039568
chr10	61751686	61751998	11	50	45	79	71	83	73	80	70	71	60	Exon (NM_207000/H2afy2, exon 4 of 9)	-22739	Mir5108	NR_039568
chr10	61753156	61753599	27	81	75	107	101	71	68	134	124	140	130	Exon (NM_207000/H2afy2, exon 3 of 9)	-21138	Mir5108	NR_039568
chr10	61757743	61757903	11	85	81	71	69	79	76	108	101	74	70	5' UTR	-16834	Mir5108	NR_039568
chr10	61782248	61782553	9	132	131	120	117	148	144	143	140	149	145	Promoter (1-2kb)	1311	H2afy2	NM_207000
chr10	61782672	61783054	18	211	49	196	33	229	39	236	29	229	24	Promoter (<=1kb)	810	H2afy2	NM_207000
chr10	61783122	61783408	39	291	10	313	8	261	8	200	3	205	4	Promoter (<=1kb)	456	H2afy2	NM_207000
chr10	61783496	61783848	34	175	5	151	6	229	5	262	7	304	16	Promoter (<=1kb)	16	H2afy2	NM_207000
chr10	61783906	61784297	27	81	8	103	14	133	14	113	8	127	20	Promoter (<=1kb)	-43	H2afy2	NM_207000
chr10	61784332	61784710	18	240	190	248	195	384	308	327	258	288	229	Promoter (<=1kb)	-469	H2afy2	NM_207000
chr10	61784820	61785013	8	189	180	163	159	207	198	226	220	176	170	Promoter (<=1kb)	-957	H2afy2	NM_207000
chr10	61787407	61787807	9	170	144	157	138	214	190	224	198	204	175	Distal Intergenic	-3544	H2afy2	NM_207000
chr10	61793097	61793175	4	NA	NA	21	20	NA	NA	36	33	31	28	Distal Intergenic	-9234	H2afy2	NM_207000
chr10	61817710	61817855	6	82	73	85	74	94	83	94	80	107	99	Distal Intergenic	-33847	H2afy2	NM_207000
chr10	61820516	61820708	5	57	51	65	58	72	66	90	87	60	58	Distal Intergenic	-36653	H2afy2	NM_207000
chr10	61828198	61828558	15	101	81	95	85	137	113	164	135	158	138	Distal Intergenic	-44335	H2afy2	NM_207000
chr10	61828653	61829087	12	124	116	150	137	149	137	146	141	146	131	Distal Intergenic	-44790	H2afy2	NM_207000
chr10	61830983	61831292	10	172	89	163	95	189	107	179	100	211	115	Distal Intergenic	-47120	H2afy2	NM_207000
chr10	61831369	61831719	12	99	93	87	82	112	99	152	137	115	105	Distal Intergenic	-47506	H2afy2	NM_207000
chr10	61832101	61832278	9	116	110	170	164	210	205	153	149	193	190	Distal Intergenic	-48238	H2afy2	NM_207000
chr10	61832461	61832567	5	40	39	38	34	43	40	49	43	43	39	Distal Intergenic	-48598	H2afy2	NM_207000
chr10	61838834	61839032	6	170	4	190	4	224	6	220	9	213	4	Intron (NM_001304757/Col13a1, intron 37 of 37)	-54971	H2afy2	NM_207000
chr10	61871719	61871805	3	NA	NA	26	22	NA	NA	22	14	28	19	Intron (NM_001304757/Col13a1, intron 19 of 37)	-87856	H2afy2	NM_207000
chr10	61877774	61878080	7	90	6	100	10	101	6	86	6	119	7	Intron (NM_001304757/Col13a1, intron 16 of 37)	-93911	H2afy2	NM_207000
chr10	61878228	61878411	5	54	32	44	26	55	36	67	39	47	26	Intron (NM_001304757/Col13a1, intron 16 of 37)	-94365	H2afy2	NM_207000
chr10	61891547	61891860	9	82	40	101	60	102	60	105	67	102	52	Intron (NM_001304757/Col13a1, intron 12 of 37)	87248	Col13a1	NM_001304757
chr10	61906198	61906313	3	NA	NA	28	12	26	16	31	16	NA	NA	Intron (NM_001304757/Col13a1, intron 5 of 37)	72795	Col13a1	NM_001304757
chr10	61906493	61906790	6	33	21	39	16	46	20	42	21	43	17	Intron (NM_001304757/Col13a1, intron 5 of 37)	72318	Col13a1	NM_001304757
chr10	61917130	61917270	7	67	55	70	57	71	59	71	64	98	81	Intron (NM_001304757/Col13a1, intron 3 of 37)	61838	Col13a1	NM_001304757
chr10	61919979	61920137	5	68	36	72	42	101	68	84	47	101	63	Exon (NM_001304757/Col13a1, exon 3 of 38)	58971	Col13a1	NM_001304757
chr10	61928715	61929041	10	42	19	55	22	53	23	69	28	80	46	Intron (NM_001304757/Col13a1, intron 2 of 37)	50067	Col13a1	NM_001304757
chr10	61929094	61929417	11	171	80	152	73	214	95	206	85	169	71	Intron (NM_001304757/Col13a1, intron 2 of 37)	49691	Col13a1	NM_001304757
chr10	61929557	61929632	5	NA	NA	NA	NA	36	17	24	9	30	13	Intron (NM_001304757/Col13a1, intron 2 of 37)	49476	Col13a1	NM_001304757
chr10	61930246	61930295	4	58	58	66	63	75	74	84	83	50	48	Intron (NM_001304757/Col13a1, intron 2 of 37)	48813	Col13a1	NM_001304757
chr10	61931740	61931941	6	56	29	38	24	57	31	67	34	82	46	Intron (NM_001304757/Col13a1, intron 2 of 37)	47167	Col13a1	NM_001304757
chr10	61933482	61933529	3	NA	NA	27	22	41	31	20	15	27	20	Intron (NM_001304757/Col13a1, intron 2 of 37)	45579	Col13a1	NM_001304757
chr10	61936262	61936382	5	NA	NA	NA	NA	22	1	26	4	33	5	Intron (NM_001304757/Col13a1, intron 2 of 37)	42726	Col13a1	NM_001304757
chr10	61936700	61937083	16	68	31	59	28	70	36	104	49	63	30	Intron (NM_001304757/Col13a1, intron 2 of 37)	42025	Col13a1	NM_001304757
chr10	61937088	61937471	11	97	21	79	18	126	34	125	26	90	29	Intron (NM_001304757/Col13a1, intron 2 of 37)	41637	Col13a1	NM_001304757
chr10	61956175	61956462	12	180	154	227	197	256	227	238	211	221	183	Intron (NM_001304757/Col13a1, intron 2 of 37)	22646	Col13a1	NM_001304757
chr10	61956526	61956754	7	47	40	25	19	72	64	59	48	71	50	Intron (NM_001304757/Col13a1, intron 2 of 37)	22354	Col13a1	NM_001304757
chr10	61959778	61959815	3	NA	NA	NA	NA	NA	NA	NA	NA	26	24	Intron (NM_001304757/Col13a1, intron 2 of 37)	19293	Col13a1	NM_001304757
chr10	61960315	61960405	5	NA	NA	NA	NA	20	16	NA	NA	NA	NA	Intron (NM_001304757/Col13a1, intron 2 of 37)	18703	Col13a1	NM_001304757
chr10	61967112	61967196	4	29	13	32	15	44	16	NA	NA	25	9	Intron (NM_001304757/Col13a1, intron 1 of 37)	11912	Col13a1	NM_001304757
chr10	61977240	61977374	3	36	12	33	7	40	6	48	7	51	16	Promoter (1-2kb)	1734	Col13a1	NM_001304757
chr10	61977547	61977589	3	NA	NA	NA	NA	31	16	NA	NA	NA	NA	Promoter (1-2kb)	1519	Col13a1	NM_001304757
chr10	61977993	61978371	34	401	172	374	162	455	221	341	148	367	149	Promoter (<=1kb)	737	Col13a1	NM_001304757
chr10	61978405	61978795	31	183	86	197	97	195	95	222	108	226	104	Promoter (<=1kb)	313	Col13a1	NM_001304757
chr10	61978801	61979177	34	191	85	267	130	314	124	231	90	333	130	Promoter (<=1kb)	0	Col13a1	NM_001304757
chr10	61979245	61979604	18	133	37	112	33	164	43	126	31	217	42	Promoter (<=1kb)	-138	Col13a1	NM_007731
chr10	61979719	61979895	6	NA	NA	NA	NA	48	19	36	8	26	6	Promoter (<=1kb)	-612	Col13a1	NM_007731
chr10	61980325	61980452	4	44	32	48	35	55	34	57	30	55	31	Promoter (1-2kb)	-1218	Col13a1	NM_007731
chr10	61980626	61981003	9	100	22	90	11	131	28	143	36	110	26	Promoter (1-2kb)	-1519	Col13a1	NM_007731
chr10	61991645	61991659	3	32	28	34	28	52	42	45	36	55	44	Distal Intergenic	-12538	Col13a1	NM_007731
chr10	61991911	61992017	5	46	10	58	16	67	19	46	12	57	13	Distal Intergenic	-12804	Col13a1	NM_007731
chr10	61998582	61998724	12	66	55	32	24	30	24	97	78	72	60	Distal Intergenic	-19475	Col13a1	NM_007731
chr10	61998869	61998945	4	68	63	91	88	84	80	102	96	123	120	Distal Intergenic	-19762	Col13a1	NM_007731
chr10	62010070	62010148	5	81	57	95	65	92	66	101	72	94	71	Distal Intergenic	-30963	Col13a1	NM_007731
chr10	62019432	62019575	4	44	13	63	19	68	20	68	21	71	17	Distal Intergenic	-40325	Col13a1	NM_007731
chr10	62019869	62020046	10	NA	NA	25	5	57	10	83	12	40	10	Distal Intergenic	-40762	Col13a1	NM_007731
chr10	62020418	62020672	7	96	46	81	37	107	50	89	43	115	49	Distal Intergenic	-41311	Col13a1	NM_007731
chr10	62023848	62023994	7	38	23	53	24	43	16	39	23	50	23	Distal Intergenic	-44741	Col13a1	NM_007731
chr10	62029778	62029991	7	96	46	108	56	116	57	134	64	114	55	Distal Intergenic	-50671	Col13a1	NM_007731
chr10	62034111	62034259	5	NA	NA	NA	NA	22	9	NA	NA	21	16	Distal Intergenic	-55004	Col13a1	NM_007731
chr10	62037719	62037944	5	58	15	36	8	66	20	60	14	70	15	Distal Intergenic	-58612	Col13a1	NM_007731
chr10	62038049	62038143	3	NA	NA	NA	NA	NA	NA	NA	NA	23	8	Distal Intergenic	-58942	Col13a1	NM_007731
chr10	62040814	62040825	3	70	61	67	51	106	75	110	80	85	64	Distal Intergenic	-61707	Col13a1	NM_007731
chr10	62055357	62055458	4	25	16	38	23	31	17	22	14	27	11	Distal Intergenic	55555	2010107G23Rik	NM_027251
chr10	62058924	62059012	4	31	5	20	4	24	1	29	2	25	2	Distal Intergenic	52001	2010107G23Rik	NM_027251
chr10	62060212	62060406	7	NA	NA	NA	NA	26	18	32	14	25	14	Distal Intergenic	50607	2010107G23Rik	NM_027251
chr10	62061398	62061475	3	33	19	42	28	54	31	42	23	53	30	Distal Intergenic	49538	2010107G23Rik	NM_027251
chr10	62062213	62062294	5	24	18	NA	NA	28	16	NA	NA	21	13	Distal Intergenic	48719	2010107G23Rik	NM_027251
chr10	62071470	62071623	8	51	45	40	36	60	47	36	31	59	51	Distal Intergenic	39390	2010107G23Rik	NM_027251
chr10	62071852	62071998	10	73	70	58	54	84	81	95	85	102	94	Distal Intergenic	39015	2010107G23Rik	NM_027251
chr10	62102095	62102233	5	68	9	70	15	76	10	61	7	89	14	Distal Intergenic	8780	2010107G23Rik	NM_027251
chr10	62105238	62105363	4	67	3	71	0	76	2	84	3	89	1	Downstream (2-3kb)	5650	2010107G23Rik	NM_027251
chr10	62105653	62105698	3	43	20	48	15	53	12	63	20	67	21	Downstream (1-2kb)	5315	2010107G23Rik	NM_027251
chr10	62107209	62107315	6	31	20	70	40	53	44	42	26	61	32	Downstream (<1kb)	3698	2010107G23Rik	NM_027251
chr10	62109917	62110110	10	134	126	137	130	179	173	195	184	197	180	Promoter (<=1kb)	903	2010107G23Rik	NM_027251
chr10	62110705	62110912	26	62	38	118	80	119	84	128	71	97	55	Promoter (<=1kb)	101	2010107G23Rik	NM_027251
chr10	62111028	62111175	9	NA	NA	NA	NA	21	10	NA	NA	25	16	Promoter (<=1kb)	-16	2010107G23Rik	NM_027251
chr10	62111397	62111497	5	54	38	63	38	83	64	78	51	83	61	Promoter (<=1kb)	-385	2010107G23Rik	NM_027251
chr10	62111692	62111806	4	70	58	67	59	78	67	70	58	80	68	Promoter (<=1kb)	-680	2010107G23Rik	NM_027251
chr10	62127233	62127280	4	22	13	27	17	NA	NA	34	21	NA	NA	Distal Intergenic	-5810	Neurog3	NM_009719
chr10	62127446	62127732	6	66	48	84	59	83	60	91	63	74	51	Distal Intergenic	-5358	Neurog3	NM_009719
chr10	62128560	62128940	23	114	12	145	24	140	16	145	20	147	32	Distal Intergenic	-4150	Neurog3	NM_009719
chr10	62130235	62130557	14	84	20	73	15	96	32	85	15	95	29	Promoter (2-3kb)	-2533	Neurog3	NM_009719
chr10	62132135	62132317	8	48	4	93	5	103	15	101	10	83	5	Promoter (<=1kb)	-773	Neurog3	NM_009719
chr10	62132438	62132624	5	36	4	34	10	37	6	58	17	46	7	Promoter (<=1kb)	-466	Neurog3	NM_009719
chr10	62132779	62133193	29	183	40	181	23	244	37	194	38	267	48	Promoter (<=1kb)	0	Neurog3	NM_009719
chr10	62133457	62133764	23	201	98	211	116	177	85	233	133	238	131	Promoter (<=1kb)	368	Neurog3	NM_009719
chr10	62133767	62134076	18	190	105	234	135	201	92	246	135	239	122	Promoter (<=1kb)	678	Neurog3	NM_009719
chr10	62135996	62136085	5	45	7	50	4	74	7	59	4	45	3	Promoter (2-3kb)	2907	Neurog3	NM_009719
chr10	62174675	62174737	4	35	18	44	29	48	29	46	30	37	25	Distal Intergenic	19490	Mir7662	NR_106122
chr10	62183148	62183541	14	204	13	200	8	202	14	243	15	238	19	Downstream (1-2kb)	10686	Mir7662	NR_106122
chr10	62187032	62187137	5	68	10	60	8	65	6	93	11	76	8	3' UTR	7090	Mir7662	NR_106122
chr10	62187247	62187425	5	60	51	51	46	60	55	69	60	54	50	3' UTR	6802	Mir7662	NR_106122
chr10	62195004	62195210	5	36	36	55	54	56	54	48	46	54	54	Promoter (<=1kb)	-778	Mir7662	NR_106122
chr10	62210373	62210485	3	NA	NA	NA	NA	NA	NA	20	17	NA	NA	Intron (NM_197996/Tspan15, intron 1 of 7)	-16147	Mir7662	NR_106122
chr10	62210595	62210827	7	59	59	72	62	85	83	89	85	78	77	Intron (NM_197996/Tspan15, intron 1 of 7)	-16369	Mir7662	NR_106122
chr10	62217166	62217521	10	65	62	68	68	71	68	71	70	72	72	Intron (NM_197996/Tspan15, intron 1 of 7)	13697	Tspan15	NM_197996
chr10	62230650	62230972	21	59	12	97	16	110	18	125	16	143	32	Promoter (<=1kb)	246	Tspan15	NM_197996
chr10	62231075	62231403	40	186	7	223	4	227	4	253	5	289	6	Promoter (<=1kb)	0	Tspan15	NM_197996
chr10	62231428	62231738	13	132	23	151	51	155	39	138	43	149	37	Promoter (<=1kb)	-211	Tspan15	NM_197996
chr10	62232839	62233124	7	52	45	33	31	38	33	46	42	50	49	Promoter (1-2kb)	-1622	Tspan15	NM_197996
chr10	62237448	62237523	4	NA	NA	29	25	NA	NA	NA	NA	NA	NA	Distal Intergenic	-6231	Tspan15	NM_197996
chr10	62242922	62242948	5	NA	NA	21	21	24	24	NA	NA	23	23	Distal Intergenic	-9490	Tacr2	NM_009314
chr10	62243049	62243509	14	74	41	100	42	95	49	116	65	91	36	Distal Intergenic	-8929	Tacr2	NM_009314
chr10	62248012	62248129	5	35	12	27	11	41	21	49	12	46	5	Distal Intergenic	-4309	Tacr2	NM_009314
chr10	62258627	62258744	4	117	87	135	112	146	118	131	104	139	111	Intron (NM_009314/Tacr2, intron 2 of 4)	6190	Tacr2	NM_009314
chr10	62260995	62261157	4	80	46	80	38	78	38	104	52	95	42	Intron (NM_009314/Tacr2, intron 2 of 4)	8558	Tacr2	NM_009314
chr10	62261263	62261467	10	178	82	248	82	247	84	220	81	221	61	Exon (NM_009314/Tacr2, exon 3 of 5)	8826	Tacr2	NM_009314
chr10	62261700	62261789	5	23	17	43	35	56	47	46	38	66	44	Intron (NM_009314/Tacr2, intron 4 of 4)	9263	Tacr2	NM_009314
chr10	62262632	62262761	3	NA	NA	NA	NA	22	17	23	19	NA	NA	Intron (NM_009314/Tacr2, intron 4 of 4)	10195	Tacr2	NM_009314
chr10	62269046	62269274	7	44	42	49	49	60	58	24	23	87	86	3' UTR	16609	Tacr2	NM_009314
chr10	62269646	62270073	25	132	124	216	207	197	188	161	151	223	205	3' UTR	17209	Tacr2	NM_009314
chr10	62275290	62275419	4	52	20	40	14	73	26	61	13	66	19	Intron (NM_001146100/Hk1, intron 15 of 17)	22853	Tacr2	NM_009314
chr10	62275658	62275823	6	166	147	189	163	186	167	192	169	186	164	Exon (NM_001146100/Hk1, exon 15 of 18)	23221	Tacr2	NM_009314
chr10	62282854	62283053	7	79	76	47	46	90	84	89	83	83	81	Intron (NM_001146100/Hk1, intron 12 of 17)	30417	Tacr2	NM_009314
chr10	62286368	62286644	16	99	98	100	95	136	131	169	164	163	159	Exon (NM_001146100/Hk1, exon 10 of 18)	33931	Tacr2	NM_009314
chr10	62289989	62290238	12	73	72	61	60	60	58	62	61	67	65	Exon (NM_001146100/Hk1, exon 9 of 18)	37552	Tacr2	NM_009314
chr10	62290254	62290505	15	51	47	80	78	83	81	74	73	93	92	Exon (NM_001146100/Hk1, exon 9 of 18)	37817	Tacr2	NM_009314
chr10	62296366	62296422	7	22	21	NA	NA	20	20	38	38	38	34	Intron (NM_001146100/Hk1, intron 5 of 17)	43929	Tacr2	NM_009314
chr10	62310841	62311242	8	119	115	152	146	156	148	154	151	184	178	Intron (NM_001146100/Hk1, intron 2 of 17)	29179	Hk1	NM_001146100
chr10	62311643	62312086	12	93	84	95	79	137	131	109	87	119	104	Intron (NM_001146100/Hk1, intron 2 of 17)	28335	Hk1	NM_001146100
chr10	62313271	62313569	11	73	29	89	30	106	27	100	37	114	48	Intron (NM_001146100/Hk1, intron 2 of 17)	26852	Hk1	NM_001146100
chr10	62313923	62314162	10	73	42	83	35	112	53	108	62	116	47	Intron (NM_001146100/Hk1, intron 2 of 17)	26259	Hk1	NM_001146100
chr10	62314269	62314486	7	117	96	111	95	132	108	136	110	108	94	Intron (NM_001146100/Hk1, intron 2 of 17)	25935	Hk1	NM_001146100
chr10	62314667	62314741	3	41	40	46	46	63	61	56	56	45	43	Intron (NM_001146100/Hk1, intron 2 of 17)	25680	Hk1	NM_001146100
chr10	62315392	62315523	8	111	111	79	79	70	69	97	96	103	102	Exon (NM_001146100/Hk1, exon 2 of 18)	24898	Hk1	NM_001146100
chr10	62320812	62321014	5	71	39	79	35	105	58	86	48	83	41	Intron (NM_001146100/Hk1, intron 1 of 17)	19407	Hk1	NM_001146100
chr10	62325556	62325765	6	84	84	64	64	64	64	74	72	117	114	Intron (NM_001146100/Hk1, intron 1 of 17)	14656	Hk1	NM_001146100
chr10	62325874	62326085	9	87	87	77	74	113	108	116	110	123	120	Intron (NM_001146100/Hk1, intron 1 of 17)	14336	Hk1	NM_001146100
chr10	62327343	62327446	5	NA	NA	NA	NA	NA	NA	24	24	NA	NA	Intron (NM_001146100/Hk1, intron 1 of 17)	12975	Hk1	NM_001146100
chr10	62327659	62328025	18	162	150	212	205	196	184	170	158	197	189	Intron (NM_001146100/Hk1, intron 1 of 17)	12396	Hk1	NM_001146100
chr10	62328175	62328243	5	25	25	36	35	51	50	66	63	72	71	Intron (NM_001146100/Hk1, intron 1 of 17)	12178	Hk1	NM_001146100
chr10	62329243	62329498	6	61	57	62	60	96	90	79	77	76	73	Intron (NM_001146100/Hk1, intron 1 of 17)	10923	Hk1	NM_001146100
chr10	62329671	62330007	12	155	129	154	130	218	186	239	199	240	198	Intron (NM_001146100/Hk1, intron 1 of 17)	10414	Hk1	NM_001146100
chr10	62330289	62330602	11	98	81	96	81	111	97	113	101	100	87	Intron (NM_001146100/Hk1, intron 1 of 17)	9819	Hk1	NM_001146100
chr10	62332511	62332790	8	98	50	126	62	124	52	126	61	125	38	Intron (NM_001146100/Hk1, intron 1 of 17)	7631	Hk1	NM_001146100
chr10	62333045	62333348	15	132	118	125	114	159	148	157	149	188	171	Intron (NM_001146100/Hk1, intron 1 of 17)	7073	Hk1	NM_001146100
chr10	62333375	62333677	11	73	69	66	65	121	116	121	117	106	99	Intron (NM_001146100/Hk1, intron 1 of 17)	6744	Hk1	NM_001146100
chr10	62334595	62334784	7	103	98	115	110	168	162	174	165	169	160	Intron (NM_001146100/Hk1, intron 1 of 17)	5637	Hk1	NM_001146100
chr10	62334854	62335097	10	150	139	167	152	182	166	192	177	197	181	Intron (NM_001146100/Hk1, intron 1 of 17)	5324	Hk1	NM_001146100
chr10	62335237	62335601	12	136	118	76	63	105	97	119	101	95	85	Intron (NM_001146100/Hk1, intron 1 of 17)	4820	Hk1	NM_001146100
chr10	62338284	62338402	6	27	13	NA	NA	29	14	36	14	29	13	Promoter (2-3kb)	2019	Hk1	NM_001146100
chr10	62338506	62338651	4	48	26	39	21	39	22	51	23	57	31	Promoter (1-2kb)	1770	Hk1	NM_001146100
chr10	62338834	62338981	4	27	4	NA	NA	29	5	28	4	24	7	Promoter (1-2kb)	1440	Hk1	NM_001146100
chr10	62339139	62339390	8	117	8	150	10	138	6	152	11	175	5	Promoter (1-2kb)	1031	Hk1	NM_001146100
chr10	62339417	62339651	13	50	1	67	0	70	6	86	4	97	3	Promoter (<=1kb)	770	Hk1	NM_001146100
chr10	62339889	62340277	28	360	4	299	4	390	8	408	4	464	12	Promoter (<=1kb)	144	Hk1	NM_001146100
chr10	62340311	62340644	25	168	2	269	4	168	2	214	2	282	4	Promoter (<=1kb)	0	Hk1	NM_001146100
chr10	62340688	62341064	11	149	11	154	8	159	6	167	11	200	3	Promoter (<=1kb)	82	Hk1os	NR_038038
chr10	62342540	62342661	5	35	35	38	38	51	47	51	48	47	45	Promoter (1-2kb)	1934	Hk1os	NR_038038
chr10	62358927	62359137	8	143	120	143	124	144	125	161	140	153	137	Intron (NM_010438/Hk1, intron 2 of 21)	18321	Hk1os	NR_038038
chr10	62382188	62382519	9	180	127	134	98	198	157	210	148	228	156	Promoter (2-3kb)	-2281	Hk1	NM_010438
chr10	62383216	62383315	3	NA	NA	29	13	23	10	33	8	32	10	3' UTR	-3309	Hk1	NM_010438
chr10	62385680	62385969	12	92	84	126	110	156	127	115	95	137	115	Exon (NM_145419/Hkdc1, exon 17 of 18)	-5773	Hk1	NM_010438
chr10	62400202	62400377	9	84	66	63	54	86	69	97	80	88	70	Exon (NM_145419/Hkdc1, exon 10 of 18)	-20295	Hk1	NM_010438
chr10	62401452	62401931	21	243	182	259	207	310	235	277	210	338	236	Exon (NM_145419/Hkdc1, exon 9 of 18)	20526	Hkdc1	NM_145419
chr10	62402077	62402150	4	30	27	39	37	42	39	48	45	53	49	Intron (NM_145419/Hkdc1, intron 8 of 17)	20307	Hkdc1	NM_145419
chr10	62405007	62405479	20	291	207	255	193	373	285	296	220	264	198	Exon (NM_145419/Hkdc1, exon 7 of 18)	16978	Hkdc1	NM_145419
chr10	62410886	62410972	3	44	16	41	14	59	17	49	11	39	10	Intron (NM_145419/Hkdc1, intron 4 of 17)	11485	Hkdc1	NM_145419
chr10	62411081	62411195	4	70	14	77	16	88	30	87	20	74	22	Intron (NM_145419/Hkdc1, intron 4 of 17)	11262	Hkdc1	NM_145419
chr10	62411369	62411475	4	66	23	84	29	67	29	78	35	78	37	Intron (NM_145419/Hkdc1, intron 4 of 17)	10982	Hkdc1	NM_145419
chr10	62412071	62412145	3	27	26	23	22	21	20	38	35	24	22	Intron (NM_145419/Hkdc1, intron 2 of 17)	10312	Hkdc1	NM_145419
chr10	62413198	62413285	4	32	9	35	9	33	5	32	5	36	10	Intron (NM_145419/Hkdc1, intron 2 of 17)	9172	Hkdc1	NM_145419
chr10	62413681	62413846	4	61	25	58	23	68	30	75	31	77	29	Intron (NM_145419/Hkdc1, intron 2 of 17)	8611	Hkdc1	NM_145419
chr10	62429972	62430104	6	NA	NA	NA	NA	31	25	27	22	41	32	Intron (NM_181423/Supv3l1, intron 14 of 14)	-7516	Hkdc1	NM_145419
chr10	62449082	62449509	24	411	11	420	6	444	2	389	8	450	10	Promoter (<=1kb)	0	4930507D05Rik	NR_027926
chr10	62449544	62449935	43	208	1	298	2	253	2	242	3	392	6	Promoter (<=1kb)	0	Supv3l1	NM_181423
chr10	62449981	62450399	20	543	12	526	11	568	18	646	23	619	19	Promoter (<=1kb)	-289	Supv3l1	NM_181423
chr10	62450409	62450848	23	314	179	330	196	404	239	451	266	430	254	Promoter (<=1kb)	-717	Supv3l1	NM_181423
chr10	62481486	62481613	5	54	53	49	48	63	60	91	89	72	69	Intron (NM_001113355/Vps26a, intron 1 of 8)	4985	Vps26a	NM_001113355
chr10	62485728	62486011	14	128	7	172	15	147	6	235	14	207	14	Promoter (<=1kb)	587	Vps26a	NM_001113355
chr10	62486108	62486480	24	248	4	230	3	248	2	278	6	234	6	Promoter (<=1kb)	118	Vps26a	NM_001113355
chr10	62486729	62486770	8	37	0	47	0	43	1	72	2	62	0	Promoter (<=1kb)	35	Vps26a	NM_133672
chr10	62486922	62487228	20	240	4	281	3	225	3	301	4	276	4	Promoter (<=1kb)	-118	Vps26a	NM_133672
chr10	62487243	62487559	13	122	5	179	11	138	12	209	16	151	9	Promoter (<=1kb)	-439	Vps26a	NM_133672
chr10	62498947	62498997	3	NA	NA	NA	NA	NA	NA	NA	NA	22	17	Intron (NM_011157/Srgn, intron 1 of 2)	8758	Srgn	NM_011157
